timestamp,source_ip,dest_ip,protocol,action,threat_label,iso_is_anomaly,ae_is_anomaly,dbscan_is_anomaly,ensemble_anomaly,risk_score
2024-09-07,221.85.19.132,192.168.1.56,HTTPS,blocked,malicious,1,1,1,1,90
2024-09-29,30.175.227.138,192.168.1.201,HTTP,blocked,benign,1,1,1,1,95
2024-03-02,221.28.64.50,192.168.1.250,HTTPS,blocked,benign,1,1,1,1,90
2024-07-21,21.219.60.222,192.168.1.207,HTTPS,blocked,suspicious,1,1,1,1,95
2024-11-22,97.21.142.76,192.168.1.73,SSH,blocked,suspicious,1,1,1,1,90
2024-11-21,103.93.57.36,192.168.1.120,SSH,blocked,benign,1,1,1,1,95
2024-06-30,130.234.28.223,192.168.1.175,HTTPS,allowed,suspicious,1,1,1,1,100
2024-11-15,103.172.167.96,192.168.1.67,HTTPS,blocked,malicious,1,1,1,1,100
2024-12-27,126.5.29.238,192.168.1.116,FTP,blocked,suspicious,1,1,1,1,95
2024-05-30,59.151.57.2,192.168.1.124,HTTPS,blocked,malicious,1,1,1,1,95
2024-01-13,62.225.146.243,192.168.1.21,HTTPS,blocked,suspicious,1,1,1,1,100
2024-09-08,21.219.60.222,192.168.1.157,HTTPS,blocked,benign,1,1,1,1,95
2024-12-30,87.6.151.142,192.168.1.111,ICMP,allowed,malicious,1,1,1,1,95
2024-12-09,59.151.57.2,192.168.1.82,HTTP,allowed,benign,1,1,1,1,95
2024-08-03,59.18.232.9,192.168.1.250,TCP,allowed,benign,1,1,1,1,90
2024-02-24,245.200.237.136,192.168.1.28,UDP,blocked,suspicious,1,1,1,1,100
2024-10-27,104.187.87.205,192.168.1.80,SSH,allowed,benign,1,1,1,1,95
2024-08-30,43.68.136.224,192.168.1.116,SSH,blocked,benign,1,1,1,1,95
2024-11-30,181.18.12.170,192.168.1.217,HTTP,blocked,suspicious,1,1,1,1,100
2024-08-31,44.137.187.63,192.168.1.253,SSH,allowed,malicious,1,1,1,1,95
2024-08-25,126.5.29.238,192.168.1.60,HTTPS,blocked,suspicious,1,1,1,1,100
2024-01-06,64.224.237.20,192.168.1.33,FTP,blocked,benign,1,1,1,1,95
2024-11-15,109.47.72.119,192.168.1.3,SSH,blocked,suspicious,1,1,1,1,90
2024-12-22,225.184.81.55,192.168.1.56,HTTPS,blocked,suspicious,1,1,1,1,90
2024-03-25,87.6.151.142,192.168.1.82,HTTPS,blocked,malicious,1,1,1,1,100
2024-05-26,208.223.2.195,192.168.1.234,UDP,allowed,suspicious,1,1,1,1,95
2024-03-30,114.207.221.220,192.168.1.186,HTTPS,blocked,benign,1,1,1,1,95
2024-02-25,207.105.49.25,192.168.1.20,UDP,allowed,suspicious,1,1,1,1,100
2024-12-08,240.226.147.148,192.168.1.71,TCP,allowed,suspicious,1,1,1,1,95
2024-12-28,44.137.187.63,192.168.1.54,FTP,blocked,benign,1,1,1,1,90
2024-08-05,126.5.29.238,192.168.1.201,HTTP,blocked,benign,1,1,1,1,95
2024-01-09,208.223.2.195,192.168.1.237,HTTPS,blocked,benign,1,1,1,1,95
2024-09-30,59.151.57.2,192.168.1.84,HTTPS,allowed,malicious,1,1,1,1,100
2024-08-17,246.196.87.27,192.168.1.191,SSH,blocked,benign,1,1,1,1,90
2024-04-12,88.29.76.112,192.168.1.254,FTP,allowed,malicious,1,1,1,1,95
2024-12-22,216.197.199.15,192.168.1.210,UDP,blocked,malicious,1,1,1,1,90
2024-08-13,164.29.7.190,192.168.1.231,HTTPS,blocked,malicious,1,1,1,1,95
2024-03-27,59.211.9.207,192.168.1.250,HTTPS,allowed,suspicious,1,1,1,1,95
2024-08-04,163.214.94.42,192.168.1.118,UDP,allowed,malicious,1,1,1,1,95
2024-12-29,62.225.146.243,192.168.1.17,ICMP,allowed,benign,1,1,1,1,95
2024-11-30,59.18.232.9,192.168.1.110,UDP,blocked,suspicious,1,1,1,1,90
2024-03-08,207.105.49.25,192.168.1.9,TCP,blocked,malicious,1,1,1,1,95
2024-10-08,57.115.151.72,192.168.1.199,SSH,allowed,benign,1,1,1,1,95
2024-05-25,169.122.243.141,192.168.1.51,HTTPS,blocked,benign,1,1,1,1,100
2024-08-28,114.207.221.220,192.168.1.85,FTP,blocked,suspicious,1,1,1,1,100
2024-11-30,177.52.183.80,192.168.1.207,TCP,blocked,suspicious,1,1,1,1,95
2024-08-25,59.211.9.207,192.168.1.161,UDP,blocked,suspicious,1,1,1,1,95
2024-03-09,55.234.242.146,192.168.1.222,ICMP,blocked,suspicious,1,1,1,1,90
2024-03-05,41.117.1.245,192.168.1.136,UDP,allowed,malicious,1,1,1,1,90
2024-10-15,122.63.201.122,192.168.1.237,ICMP,allowed,malicious,1,1,1,1,90
2024-04-17,62.225.146.243,192.168.1.2,TCP,blocked,malicious,1,1,1,1,95
2024-02-12,245.200.237.136,192.168.1.229,UDP,allowed,suspicious,1,1,1,1,90
2024-06-02,59.211.9.207,192.168.1.216,SSH,allowed,benign,1,1,1,1,95
2024-05-03,103.93.57.36,192.168.1.12,HTTPS,blocked,suspicious,1,1,1,1,95
2024-03-24,137.197.33.33,192.168.1.250,HTTP,blocked,benign,1,1,1,1,90
2024-01-14,88.29.76.112,192.168.1.199,SSH,allowed,benign,1,1,1,1,90
2024-11-11,103.93.57.36,192.168.1.242,TCP,blocked,suspicious,1,1,1,1,100
2024-06-09,69.180.240.175,192.168.1.201,SSH,blocked,benign,1,1,1,1,95
2024-02-18,242.3.175.185,192.168.1.67,HTTP,allowed,suspicious,1,1,1,1,90
2024-09-22,103.93.57.36,192.168.1.70,TCP,allowed,suspicious,1,1,1,1,95
2024-04-23,192.168.1.15,192.168.1.237,SSH,blocked,malicious,1,1,1,1,95
2024-02-19,59.211.9.207,192.168.1.228,SSH,blocked,benign,1,1,1,1,95
2024-07-01,88.72.40.56,192.168.1.2,HTTPS,allowed,suspicious,1,1,1,1,100
2024-10-08,59.198.75.253,192.168.1.1,HTTPS,blocked,malicious,1,1,1,1,95
2024-04-17,141.26.13.167,192.168.1.225,ICMP,blocked,suspicious,1,1,1,1,95
2024-12-19,138.32.250.237,192.168.1.53,UDP,allowed,suspicious,1,1,1,1,90
2024-12-21,254.237.164.177,192.168.1.44,UDP,blocked,malicious,1,1,1,1,90
2024-02-20,209.18.251.195,192.168.1.43,TCP,allowed,suspicious,1,1,1,1,95
2024-12-22,30.175.227.138,192.168.1.69,HTTP,allowed,malicious,1,1,1,1,95
2024-11-26,41.117.1.245,192.168.1.41,SSH,allowed,malicious,1,1,1,1,95
2024-10-06,95.91.54.172,192.168.1.251,SSH,blocked,suspicious,1,1,1,1,95
2024-02-09,169.122.243.141,192.168.1.180,SSH,allowed,benign,1,1,1,1,90
2024-08-01,103.93.57.36,192.168.1.225,HTTP,blocked,benign,1,1,1,1,100
2024-02-29,68.36.64.191,192.168.1.36,HTTP,blocked,benign,1,1,0,1,75
2024-09-26,31.64.58.17,192.168.1.49,HTTP,blocked,malicious,1,1,1,1,90
2024-07-12,42.119.98.70,192.168.1.73,ICMP,blocked,suspicious,1,1,1,1,95
2024-11-02,55.139.34.186,192.168.1.66,FTP,allowed,suspicious,1,1,1,1,90
2024-07-27,167.180.140.108,192.168.1.187,HTTP,blocked,suspicious,1,1,1,1,100
2024-02-24,30.175.227.138,192.168.1.100,TCP,allowed,suspicious,1,1,1,1,100
2024-07-24,249.129.196.46,192.168.1.164,UDP,allowed,suspicious,1,1,1,1,95
2024-02-17,104.187.87.205,192.168.1.40,HTTP,blocked,suspicious,1,1,1,1,90
2024-09-29,97.21.142.76,192.168.1.234,SSH,allowed,benign,1,1,1,1,95
2024-10-04,139.215.4.249,192.168.1.190,FTP,blocked,suspicious,1,1,1,1,95
2024-02-28,30.175.227.138,192.168.1.247,TCP,blocked,suspicious,1,1,1,1,95
2024-05-20,209.18.251.195,192.168.1.80,HTTP,allowed,suspicious,1,1,1,1,100
2024-02-23,59.151.57.2,192.168.1.183,UDP,blocked,suspicious,1,1,1,1,90
2024-01-05,13.221.29.40,192.168.1.48,HTTPS,allowed,suspicious,1,1,1,1,100
2024-01-09,68.36.64.191,192.168.1.191,HTTPS,blocked,benign,1,1,1,1,95
2024-12-22,26.98.72.117,192.168.1.215,UDP,allowed,suspicious,1,1,1,1,100
2024-05-13,209.18.251.195,192.168.1.28,ICMP,allowed,suspicious,1,1,1,1,95
2024-12-27,164.29.7.190,192.168.1.62,TCP,blocked,benign,1,1,1,1,95
2024-06-30,245.200.237.136,192.168.1.30,HTTP,allowed,benign,1,1,1,1,100
2024-08-05,130.234.28.223,192.168.1.30,HTTP,allowed,malicious,1,1,1,1,95
2024-09-09,88.72.40.56,192.168.1.143,HTTP,blocked,suspicious,1,1,1,1,95
2024-06-05,43.68.136.224,192.168.1.254,UDP,allowed,suspicious,1,1,1,1,95
2024-08-28,7.144.51.184,192.168.1.158,UDP,allowed,suspicious,1,1,1,1,95
2024-08-25,13.221.29.40,192.168.1.203,FTP,blocked,suspicious,1,1,1,1,95
2024-09-08,59.151.57.2,192.168.1.21,HTTPS,allowed,malicious,1,1,1,1,95
2024-10-29,209.18.251.195,192.168.1.26,HTTPS,blocked,benign,1,1,1,1,95
2024-06-11,7.144.51.184,192.168.1.127,SSH,blocked,benign,1,1,1,1,95
2024-11-19,131.127.24.194,192.168.1.82,HTTP,allowed,malicious,1,1,1,1,90
2024-07-28,49.138.115.36,192.168.1.206,TCP,blocked,suspicious,1,1,1,1,90
2024-05-03,26.98.72.117,192.168.1.51,HTTP,blocked,malicious,1,1,1,1,95
2024-02-20,42.119.98.70,192.168.1.237,HTTP,allowed,benign,1,1,1,1,95
2024-06-10,113.231.133.116,192.168.1.57,HTTPS,blocked,suspicious,1,1,1,1,95
2024-04-19,98.153.120.136,192.168.1.20,SSH,allowed,suspicious,1,1,1,1,95
2024-03-14,97.21.142.76,192.168.1.50,SSH,allowed,suspicious,1,1,1,1,90
2024-07-28,208.223.2.195,192.168.1.177,FTP,blocked,suspicious,1,1,1,1,95
2024-11-15,56.60.130.155,192.168.1.252,TCP,allowed,suspicious,1,1,1,1,95
2024-06-16,21.219.60.222,192.168.1.228,SSH,blocked,benign,1,1,1,1,95
2024-08-03,59.151.57.2,192.168.1.254,UDP,blocked,suspicious,1,1,1,1,100
2024-10-04,109.9.8.24,192.168.1.214,SSH,blocked,malicious,1,1,1,1,95
2024-04-28,19.182.162.16,192.168.1.13,TCP,blocked,benign,1,1,1,1,95
2024-06-16,62.225.146.243,192.168.1.223,TCP,allowed,malicious,1,1,1,1,95
2024-12-25,7.144.51.184,192.168.1.49,SSH,allowed,benign,1,1,1,1,95
2024-03-21,31.64.58.17,192.168.1.74,HTTP,blocked,suspicious,1,1,1,1,90
2024-01-03,207.41.179.109,192.168.1.168,FTP,blocked,suspicious,1,1,1,1,100
2024-10-20,141.26.13.167,192.168.1.65,TCP,allowed,malicious,1,1,1,1,90
2024-06-03,164.29.7.190,192.168.1.200,TCP,blocked,malicious,1,1,1,1,95
2024-08-09,139.215.4.249,192.168.1.3,HTTPS,blocked,benign,1,1,1,1,95
2024-03-11,109.9.8.24,192.168.1.107,SSH,allowed,benign,1,1,1,1,95
2024-05-12,93.225.253.213,192.168.1.221,SSH,blocked,benign,1,1,1,1,90
2024-02-25,236.1.154.83,192.168.1.163,UDP,allowed,benign,1,1,1,1,90
2024-12-05,42.119.98.70,192.168.1.34,ICMP,allowed,malicious,1,1,1,1,95
2024-11-29,7.144.51.184,192.168.1.98,FTP,allowed,benign,1,1,1,1,95
2024-01-14,138.32.250.237,192.168.1.70,HTTP,allowed,malicious,1,1,1,1,95
2024-09-29,238.139.194.187,192.168.1.154,UDP,allowed,suspicious,1,1,1,1,95
2024-05-12,114.207.221.220,192.168.1.117,HTTPS,allowed,benign,1,1,1,1,90
2024-12-04,103.93.57.36,192.168.1.243,HTTP,allowed,benign,1,1,1,1,100
2024-01-16,169.122.243.141,192.168.1.141,TCP,blocked,malicious,1,1,1,1,95
2024-05-27,30.175.227.138,192.168.1.252,SSH,allowed,suspicious,1,1,1,1,95
2024-04-23,169.122.243.141,192.168.1.159,HTTPS,allowed,suspicious,1,1,1,1,100
2024-01-19,57.115.151.72,192.168.1.169,SSH,blocked,benign,1,1,1,1,95
2024-06-12,150.110.230.150,192.168.1.158,UDP,allowed,suspicious,1,1,1,1,90
2024-07-12,98.153.120.136,192.168.1.38,UDP,blocked,malicious,1,1,1,1,90
2024-02-05,192.168.1.8,192.168.1.199,SSH,allowed,malicious,1,1,1,1,90
2024-03-30,192.168.1.48,192.168.1.197,SSH,allowed,malicious,1,1,1,1,90
2024-09-07,98.153.120.136,192.168.1.206,SSH,allowed,benign,1,1,1,1,90
2024-03-29,245.200.237.136,192.168.1.245,HTTP,blocked,benign,1,1,1,1,95
2024-11-04,30.175.227.138,192.168.1.235,TCP,allowed,benign,1,1,0,1,75
2024-08-22,150.110.230.150,192.168.1.6,HTTPS,blocked,suspicious,1,1,1,1,95
2024-09-28,109.47.72.119,192.168.1.226,SSH,allowed,benign,1,1,1,1,95
2024-09-17,21.219.60.222,192.168.1.54,HTTP,allowed,malicious,1,1,1,1,95
2024-08-04,221.85.19.132,192.168.1.18,UDP,allowed,suspicious,1,1,1,1,95
2024-10-14,41.117.1.245,192.168.1.33,UDP,allowed,suspicious,1,1,1,1,95
2024-03-31,59.151.57.2,192.168.1.96,TCP,blocked,suspicious,1,1,1,1,95
2024-04-07,59.211.9.207,192.168.1.52,UDP,allowed,suspicious,1,1,1,1,95
2024-11-03,130.156.51.40,192.168.1.209,TCP,blocked,benign,1,1,1,1,90
2024-06-16,254.237.164.177,192.168.1.81,HTTPS,blocked,malicious,1,1,1,1,95
2024-01-22,192.168.1.176,192.168.1.27,ICMP,blocked,suspicious,1,1,1,1,95
2024-03-08,161.41.203.175,192.168.1.3,ICMP,allowed,suspicious,1,1,1,1,95
2024-02-05,138.32.250.237,192.168.1.109,HTTPS,blocked,suspicious,1,1,1,1,95
2024-06-17,42.119.98.70,192.168.1.57,TCP,allowed,malicious,1,1,1,1,90
2024-01-04,62.225.146.243,192.168.1.243,HTTP,allowed,benign,1,1,1,1,95
2024-06-26,114.207.221.220,192.168.1.130,ICMP,allowed,malicious,1,1,1,1,90
2024-02-11,19.182.162.16,192.168.1.69,SSH,allowed,benign,1,1,1,1,95
2024-03-30,229.140.23.152,192.168.1.18,UDP,allowed,malicious,1,1,1,1,90
2024-03-16,93.225.253.213,192.168.1.183,TCP,allowed,suspicious,1,1,1,1,95
2024-03-28,192.168.1.9,192.168.1.163,FTP,blocked,benign,1,1,1,1,90
2024-01-27,59.18.232.9,192.168.1.79,HTTP,allowed,malicious,1,1,1,1,95
2024-09-20,242.3.175.185,192.168.1.15,TCP,allowed,malicious,1,1,1,1,90
2024-03-14,177.52.183.80,192.168.1.242,SSH,blocked,suspicious,1,1,1,1,100
2024-01-01,44.137.187.63,192.168.1.52,FTP,allowed,benign,1,1,1,1,95
2024-06-22,44.137.187.63,192.168.1.204,HTTP,blocked,benign,1,1,1,1,95
2024-07-27,109.47.72.119,192.168.1.244,UDP,blocked,malicious,1,1,1,1,95
2024-06-07,139.215.4.249,192.168.1.15,HTTPS,allowed,malicious,1,1,1,1,95
2024-03-10,64.224.237.20,192.168.1.210,TCP,blocked,suspicious,1,1,1,1,90
2024-05-25,169.122.243.141,192.168.1.218,SSH,blocked,benign,1,1,1,1,90
2024-04-26,59.151.57.2,192.168.1.160,UDP,blocked,suspicious,1,1,1,1,95
2024-02-13,61.72.172.125,192.168.1.13,SSH,allowed,suspicious,1,1,1,1,95
2024-10-30,88.29.76.112,192.168.1.204,FTP,allowed,suspicious,1,1,1,1,95
2024-10-05,19.182.162.16,192.168.1.224,SSH,blocked,benign,1,1,1,1,90
2024-12-15,137.197.33.33,192.168.1.24,HTTPS,allowed,benign,1,1,1,1,95
2024-05-20,93.225.253.213,192.168.1.165,UDP,blocked,malicious,1,1,1,1,90
2024-07-14,13.221.29.40,192.168.1.188,HTTP,blocked,suspicious,1,1,1,1,95
2024-05-27,64.224.237.20,192.168.1.61,HTTPS,allowed,benign,1,1,1,1,100
2024-10-15,114.207.221.220,192.168.1.198,HTTP,allowed,benign,1,1,1,1,100
2024-04-25,88.29.76.112,192.168.1.225,HTTPS,allowed,malicious,1,1,1,1,100
2024-12-30,167.180.140.108,192.168.1.79,SSH,allowed,benign,1,1,1,1,90
2024-04-15,144.138.68.192,192.168.1.243,SSH,blocked,suspicious,1,1,1,1,90
2024-08-10,131.127.24.194,192.168.1.5,UDP,allowed,suspicious,1,1,1,1,100
2024-09-19,245.200.237.136,192.168.1.204,UDP,allowed,benign,1,1,0,1,75
2024-03-17,126.5.29.238,192.168.1.76,TCP,allowed,suspicious,1,1,1,1,95
2024-10-13,207.12.187.118,192.168.1.192,TCP,allowed,malicious,1,1,1,1,90
2024-01-01,213.161.159.227,192.168.1.85,HTTPS,blocked,suspicious,1,1,1,1,90
2024-01-28,109.106.120.222,192.168.1.13,HTTP,allowed,suspicious,1,1,1,1,90
2024-06-30,207.12.187.118,192.168.1.150,TCP,blocked,malicious,1,1,1,1,95
2024-03-31,144.138.68.192,192.168.1.32,TCP,allowed,suspicious,1,1,1,1,95
2024-03-05,69.180.240.175,192.168.1.134,UDP,blocked,malicious,1,1,1,1,95
2024-05-26,207.79.62.15,192.168.1.2,TCP,blocked,suspicious,1,1,1,1,100
2024-09-14,57.115.151.72,192.168.1.204,ICMP,blocked,benign,1,1,1,1,95
2024-01-12,109.47.72.119,192.168.1.61,UDP,blocked,benign,1,1,1,1,90
2024-06-01,44.137.187.63,192.168.1.136,ICMP,allowed,benign,1,1,1,1,90
2024-12-17,44.137.187.63,192.168.1.25,UDP,allowed,benign,1,1,1,1,95
2024-01-06,245.200.237.136,192.168.1.220,UDP,allowed,suspicious,1,1,1,1,90
2024-08-04,130.234.28.223,192.168.1.13,SSH,allowed,benign,1,1,1,1,90
2024-02-22,138.32.250.237,192.168.1.13,UDP,allowed,benign,1,1,1,1,95
2024-11-03,114.207.221.220,192.168.1.166,UDP,allowed,suspicious,1,1,1,1,100
2024-03-13,245.200.237.136,192.168.1.135,SSH,blocked,suspicious,1,1,1,1,100
2024-01-30,57.115.151.72,192.168.1.178,TCP,allowed,benign,1,1,0,1,75
2024-12-10,167.180.140.108,192.168.1.16,HTTP,allowed,malicious,1,1,1,1,90
2024-08-04,192.168.1.66,192.168.1.180,SSH,allowed,malicious,1,1,1,1,90
2024-01-15,192.168.1.252,192.168.1.228,ICMP,blocked,suspicious,1,1,1,1,95
2024-07-31,209.18.251.195,192.168.1.133,TCP,blocked,malicious,1,1,1,1,90
2024-11-18,192.168.1.244,192.168.1.213,SSH,blocked,malicious,1,1,1,1,90
2024-11-07,44.137.187.63,192.168.1.8,TCP,allowed,suspicious,1,1,1,1,100
2024-10-27,238.139.194.187,192.168.1.162,SSH,allowed,benign,1,1,1,1,90
2024-10-02,242.3.175.185,192.168.1.29,HTTP,allowed,suspicious,1,1,1,1,95
2024-02-28,30.175.227.138,192.168.1.5,HTTPS,allowed,benign,1,1,1,1,95
2024-12-02,59.18.232.9,192.168.1.216,TCP,blocked,benign,1,1,0,1,75
2024-08-16,57.115.151.72,192.168.1.233,HTTPS,allowed,suspicious,1,1,1,1,90
2024-10-08,103.93.57.36,192.168.1.128,ICMP,allowed,malicious,1,1,1,1,90
2024-04-13,68.36.64.191,192.168.1.137,SSH,blocked,benign,1,1,1,1,95
2024-01-20,114.207.221.220,192.168.1.198,HTTP,blocked,benign,1,1,1,1,90
2024-02-14,236.1.154.83,192.168.1.229,UDP,blocked,suspicious,1,1,1,1,95
2024-05-20,69.180.240.175,192.168.1.163,HTTPS,allowed,benign,1,1,1,1,95
2024-07-30,96.196.42.139,192.168.1.37,TCP,allowed,malicious,1,1,1,1,95
2024-08-25,30.175.227.138,192.168.1.163,HTTP,blocked,benign,1,1,1,1,95
2024-12-30,49.138.115.36,192.168.1.95,HTTPS,blocked,suspicious,1,1,1,1,95
2024-11-16,122.63.201.122,192.168.1.214,SSH,allowed,benign,1,1,1,1,95
2024-04-01,192.168.1.56,192.168.1.160,SSH,blocked,benign,1,1,1,1,95
2024-04-07,187.14.173.168,192.168.1.170,HTTPS,allowed,malicious,1,1,1,1,95
2024-07-11,25.169.111.91,192.168.1.80,TCP,allowed,suspicious,1,1,1,1,95
2024-08-31,59.151.57.2,192.168.1.63,UDP,blocked,suspicious,1,1,1,1,95
2024-11-02,59.198.75.253,192.168.1.236,HTTP,blocked,malicious,1,1,1,1,95
2024-03-05,64.224.237.20,192.168.1.124,HTTPS,allowed,malicious,1,1,1,1,95
2024-06-08,138.32.250.237,192.168.1.147,TCP,allowed,suspicious,1,1,1,1,90
2024-09-29,24.98.25.92,192.168.1.33,HTTP,blocked,benign,1,1,1,1,90
2024-11-23,164.29.7.190,192.168.1.224,FTP,allowed,suspicious,1,1,1,1,90
2024-12-01,192.168.1.74,192.168.1.61,HTTP,allowed,benign,1,1,1,1,95
2024-01-02,189.27.174.190,192.168.1.219,TCP,allowed,suspicious,1,1,1,1,95
2024-02-16,30.175.227.138,192.168.1.46,HTTP,blocked,malicious,1,1,1,1,95
2024-03-28,61.72.172.125,192.168.1.7,FTP,allowed,suspicious,1,1,1,1,95
2024-03-19,189.27.174.190,192.168.1.33,TCP,allowed,malicious,1,1,1,1,95
2024-04-13,240.226.147.148,192.168.1.90,HTTPS,blocked,suspicious,1,1,1,1,100
2024-10-07,213.161.159.227,192.168.1.225,HTTPS,blocked,suspicious,1,1,1,1,100
2024-04-09,88.72.40.56,192.168.1.93,TCP,allowed,suspicious,1,1,1,1,95
2024-06-21,57.115.151.72,192.168.1.125,SSH,allowed,benign,1,1,1,1,95
2024-12-28,217.89.155.68,192.168.1.213,ICMP,allowed,suspicious,1,1,1,1,95
2024-07-26,138.32.250.237,192.168.1.180,HTTPS,blocked,benign,1,1,1,1,95
2024-01-30,68.36.64.191,192.168.1.49,UDP,blocked,benign,1,1,1,1,95
2024-11-29,104.187.87.205,192.168.1.122,UDP,blocked,suspicious,1,1,1,1,100
2024-06-17,254.237.164.177,192.168.1.157,SSH,allowed,benign,1,1,1,1,95
2024-05-06,113.231.133.116,192.168.1.49,UDP,allowed,suspicious,1,1,1,1,95
2024-03-09,189.27.174.190,192.168.1.72,HTTPS,blocked,suspicious,1,1,1,1,90
2024-01-17,68.36.64.191,192.168.1.236,HTTPS,allowed,benign,1,1,1,1,95
2024-01-28,109.9.8.24,192.168.1.115,FTP,blocked,suspicious,1,1,1,1,95
2024-09-01,161.41.203.175,192.168.1.162,HTTP,blocked,suspicious,1,1,1,1,95
2024-01-27,126.5.29.238,192.168.1.162,HTTPS,blocked,benign,1,1,1,1,90
2024-06-25,213.161.159.227,192.168.1.43,HTTPS,blocked,suspicious,1,1,1,1,100
2024-04-27,192.168.1.110,192.168.1.39,SSH,blocked,malicious,1,1,1,1,95
2024-12-27,236.1.154.83,192.168.1.65,ICMP,blocked,benign,1,1,1,1,90
2024-05-26,56.60.130.155,192.168.1.44,HTTP,allowed,malicious,1,1,1,1,90
2024-11-26,216.197.199.15,192.168.1.136,TCP,allowed,suspicious,1,1,1,1,95
2024-12-08,93.225.253.213,192.168.1.254,UDP,blocked,benign,1,1,1,1,95
2024-06-15,245.200.237.136,192.168.1.40,HTTPS,allowed,suspicious,1,1,1,1,90
2024-10-12,187.14.173.168,192.168.1.103,FTP,allowed,suspicious,1,1,1,1,90
2024-08-16,71.63.58.36,192.168.1.153,HTTPS,allowed,suspicious,1,1,1,1,90
2024-09-15,161.77.216.164,192.168.1.169,SSH,allowed,benign,1,1,1,1,95
2024-04-26,13.221.29.40,192.168.1.159,HTTPS,allowed,suspicious,1,1,1,1,95
2024-10-15,59.211.9.207,192.168.1.15,UDP,blocked,suspicious,1,1,1,1,100
2024-06-09,192.168.1.7,192.168.1.86,SSH,allowed,malicious,1,1,1,1,90
2024-03-09,30.175.227.138,192.168.1.212,FTP,allowed,benign,1,1,1,1,95
2024-04-19,65.249.142.221,192.168.1.145,HTTP,allowed,suspicious,1,1,1,1,95
2024-07-31,65.249.142.221,192.168.1.54,TCP,blocked,suspicious,1,1,1,1,90
2024-01-14,156.109.247.55,192.168.1.243,SSH,blocked,benign,1,1,1,1,95
2024-09-29,187.14.173.168,192.168.1.186,SSH,allowed,suspicious,1,1,1,1,95
2024-05-31,192.168.1.87,192.168.1.40,SSH,blocked,malicious,1,1,1,1,95
2024-01-31,216.197.199.15,192.168.1.112,HTTPS,blocked,benign,1,1,1,1,100
2024-10-07,192.168.1.249,192.168.1.11,SSH,blocked,malicious,1,1,1,1,90
2024-12-23,169.122.243.141,192.168.1.142,HTTPS,allowed,benign,1,1,1,1,95
2024-06-09,192.168.1.148,192.168.1.11,SSH,blocked,malicious,1,1,1,1,90
2024-01-08,68.36.64.191,192.168.1.241,HTTPS,blocked,benign,1,1,1,1,90
2024-12-04,13.221.29.40,192.168.1.51,TCP,allowed,benign,1,1,0,1,75
2024-09-12,114.207.221.220,192.168.1.82,HTTP,allowed,benign,1,1,1,1,100
2024-02-18,213.161.159.227,192.168.1.207,TCP,allowed,suspicious,1,1,1,1,95
2024-09-03,42.119.98.70,192.168.1.178,HTTP,blocked,suspicious,1,1,1,1,90
2024-04-15,109.106.120.222,192.168.1.152,HTTPS,blocked,malicious,1,1,1,1,90
2024-02-12,71.63.58.36,192.168.1.25,HTTPS,blocked,suspicious,1,1,1,1,90
2024-05-04,139.215.4.249,192.168.1.229,HTTP,allowed,suspicious,1,1,1,1,100
2024-02-07,192.168.1.133,192.168.1.137,FTP,blocked,suspicious,1,1,1,1,90
2024-09-14,93.225.253.213,192.168.1.51,HTTP,blocked,benign,1,1,1,1,90
2024-10-13,235.165.118.37,192.168.1.188,HTTPS,allowed,suspicious,1,1,1,1,100
2024-03-01,236.1.154.83,192.168.1.143,UDP,blocked,malicious,1,1,1,1,95
2024-05-18,103.172.167.96,192.168.1.122,HTTPS,blocked,malicious,1,1,1,1,90
2024-02-18,64.224.237.20,192.168.1.115,TCP,allowed,suspicious,1,1,1,1,95
2024-08-17,57.115.151.72,192.168.1.85,HTTP,allowed,suspicious,1,1,1,1,95
2024-07-11,235.165.118.37,192.168.1.2,HTTP,allowed,malicious,1,1,1,1,100
2024-09-06,31.64.58.17,192.168.1.145,ICMP,allowed,malicious,1,1,1,1,90
2024-08-29,193.69.197.165,192.168.1.101,ICMP,allowed,malicious,1,1,1,1,90
2024-10-13,62.225.146.243,192.168.1.22,HTTP,allowed,malicious,1,1,1,1,90
2024-12-26,19.182.162.16,192.168.1.99,FTP,blocked,benign,1,1,1,1,95
2024-11-05,68.36.64.191,192.168.1.52,UDP,blocked,benign,1,1,0,1,75
2024-11-25,207.12.187.118,192.168.1.237,UDP,allowed,benign,1,1,1,1,95
2024-05-28,56.60.130.155,192.168.1.214,HTTPS,blocked,suspicious,1,1,1,1,90
2024-09-10,236.1.154.83,192.168.1.233,TCP,allowed,malicious,1,1,1,1,95
2024-12-16,139.215.4.249,192.168.1.106,HTTPS,allowed,benign,1,1,1,1,100
2024-11-26,166.19.156.163,192.168.1.72,UDP,blocked,suspicious,1,1,1,1,95
2024-08-08,55.234.242.146,192.168.1.114,SSH,blocked,benign,1,1,1,1,90
2024-05-25,44.137.187.63,192.168.1.180,HTTPS,allowed,malicious,1,1,1,1,95
2024-03-24,235.165.118.37,192.168.1.130,HTTPS,allowed,malicious,1,1,1,1,95
2024-01-19,245.200.237.136,192.168.1.46,UDP,allowed,benign,1,1,1,1,95
2024-10-01,68.36.64.191,192.168.1.128,TCP,blocked,benign,1,1,0,1,75
2024-10-02,114.207.221.220,192.168.1.6,FTP,blocked,malicious,1,1,1,1,95
